token_type,token_address,receiver,amount
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xc6a0a892ee3ff1b6085846d0ed4bccafbf9ea9f1,115.22
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xa1cbc6ab627c68b32117ab7290dc45aa683f629c,57174.94
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x3a796178b60a28c3287357e8305fa7721969f1c1,1.27
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x2d198cb728acadccff21e8057c46fbd55f392955,0.26
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xb4f9b22de7a2706bca8041cb91681ac94a1223a7,1496
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x33833541a74ef975d6e5eddeb636201694e32da9,551.22
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xcc3dde4e47d0ee3937d55b28538be83026f44277,1258.72
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x510d0e4def20c6bfd84f080bc424bac5c66941f4,8.8
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xeb374c7b3ee645b03556731412937009f05f0ec4,11608.04
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x1c80d2a677c4a7756cf7d00fbb1c1766321333c3,183.59
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x2814c361bf1289cef2958db2fd9de154f37a8963,172.58
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x2d2170d22d67d3eb3096feb73b8100ba01d76e6a,7.01
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x93a79ae91740c54b1221bdb2b44be1cb5eb8ff52,23.73
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x789566913b17af87c9951d1a91405a974a689636,78.61
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x4982aa9328c6e21f3c8037ffb78e6809e2cdbbf3,14.36
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x30e9606ac1b57e87467b17a5f55525f639603d43,70.44
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x2255df24cf266f72859879dcad4cfab17bf07aab,73354.58
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xb7696dca94a198b4e3a10fb37c37101f02d42613,26.23
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x8f53ee19c636c388eb48c1ad428b12d0f6f114c7,364.9
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x3b3989c9d19c4dd15c32b308fc800eefe5a93208,40.6
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xd0d919780117d4f539887f393d3a9188d91a9022,4168.9
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x9b68e32b09925f983e9c7317bf8191b5dc829a84,2850.95
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x16c9b55060ab9cc6a69a88b31361b575990af19c,50.32
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xfea30e5767ce9c0f5aa5fdac59165ae1becce34d,0.69
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x04f1d25968cc1ad76e773d1b06acee6c502c93dd,19.47
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x2e41d2f99adbb2d99004e247dddf6c6df7f50a10,66.82
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x83f39a531eec4f122371072e49d00c8de177d028,111.85
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x10a1e1801d2fc4c8c872dcb7e78cd097c6a1675d,5926.26
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x3853127878e9549197fe0e2c083d06e49eea6180,2056.45
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x2f4bf65c56dfec5025d2aea6062c5d2ae187e5f2,701.86
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x3f1d812421611b7b6459d754735235fcd6ecd456,2708.49
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x9778c096ab86f0aa8187a2375bd6b8c2a4057231,132.24
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x46edca4bac587c0a8ccfe974df6e06e0f7c45897,21020.01
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xe6a99677cee43fa29ada4354c29041b33535a9b6,10.98
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x145b2eaa60ec8d031ba05571a1be8c91066b2d4d,768.68
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xf3aaf171b540e695b8199a4d305a93ab3bd7a178,3573.21
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xa3105eb4173edcae21b9eb9cea10933a1fe171a0,508.31
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xf86e88aade1709a0105c9b5a30d6bae43b3910d6,1.24
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xdf830af631034d3830e251c4ffdb390466807f1f,93.56
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x1395ee393cb986f0827137cbd4a2fa675083b5cd,22.02
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x77efdf985162d0a066d47a1da8a474b0628afefb,0.33
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xf5dfa78573d859ba64522b44ff0f7f970cfc5d78,2460.38
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xf3ded054fc6282d76fcc4f6ca41adef6e897a3e4,17.49
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x0677e32400f4281a16bf8f402c3111b52279eb04,35.02
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xa873c316b7b1d8f1bb7cb8af7f453ed47530d9b8,14.64
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x5872b1d08c76497dd8b10c40c77d23815e599982,1.8
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x5b031435a0d60d09c244a007973cc6134b06c134,663.89
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x120fd015151d5953349c54ead919dfb3c8bc99d3,18.27
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xc80a768feeec5da8643504ca9a87aafa87690e85,9.87
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x976d27d230f1d6fb0613d8cb40d368e9ea083ddd,8.87
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x2862b1ac46a6adf947813887b589c70c05047a17,51.01
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x047b8bce5f0472f3738f6c27443c7191145a3905,0.34
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xb9d3fc98086535fbba4ce406dbee6b9d236582de,9955.83
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xb9bc1ee6e73fa6d970bc84ec45ee0fe7986a4953,277.59
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x7302016f4bdbd2cd35d9327cffc1c2fdf202273a,44.17
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x44a8ce69368d311a2b75fb12f84d2ff408c0b7db,553.08
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x7a6039804cdbc28bc7cae7ff6341ec76fddb254b,2503.53
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x014e3de9534212ed8a69cf3df010d8a24a90b142,963.41
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xe860bfcf443ca7a19490be1f2076b9724c7864de,8.52
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x3f7ebd27decbdbf0178fd5a76fda010efac14403,27.23
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x511dafe3d0937a3ab36a2fb9a44f7164f4c687ad,1392.99
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xef59c8de452c027bc2ac5e9e3e6e369c090c5ef0,9746.98
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xa2837db2fe1aafc8643d576aa99b56fa64f01eaf,41.56
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x0af08baac605c3a9a4c5ed367ef6c51e2fd758d4,182.5
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x64eaf14979a20e206c0c26fa79399018074b9753,184.21
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x13a477fd91ca18a8d366440a5726227e0bbff4b8,21.91
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x90c893e238690c16d3519084d9e4913369a46627,504
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xefe7d014563e674f747fab34d78cd0b473a4e684,1.05
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x18a46be21830040201433f0bfe8f9ba1ea81ddf9,2717.31
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xd1892f30b3c5b3a0a364ca79b28e755d9ff14680,8564.63
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x5ad852f4b40595962f199992f6cbde89cb5b2f59,13609.96
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x411212f732e2c4c9abc18ad63f6c58455ddd582a,6849.75
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xdd8fd8cefd4a6db531cc00cef1ce46009fba7158,27.99
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x6f3f34bfcc6eff39114dadf099b00bde550ed128,24433.5
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x455977eb0ba930fab2962d67c1864f2a64da13e8,35.46
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x44aa331c17f0c5084744d3d7b73724651545ac9f,4894.25
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xb24d5c7425e4465ca8d779b4325073ef68cda47d,1.13
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x5777a8ec25fa9df67185668ba0f07789d7c31002,204.77
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x9913ea99f47ef8bea22909c8bfd15073dd1483fb,0.25
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x313aa229c8c9bc14918b5e8179498c6ef055e0c5,2.13
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x68250c9cc8a706dfc99e6bbe0ec50a1a03d108f6,51.29
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x4e93098026dc7441d4cf904c808ba9066d2fa000,555.98
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x1c190aea1409ac9036ed45e829de2018002ac3d7,11.17
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x55f69d0d92d96b8233b8dee46e05e09507dad664,141.47
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x91da4e77957f761454472c919fdac03c28ae8cf0,0.22
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x424d7d7010c1aba69cc6925d6be74bb7a76f811f,1026.59
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x54159b5b57334e8fbacfec33ab9c11ad988de6f9,559.68
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xefa0cc7a120d28d0a4d306929bdfe6dd2df2335e,86.8
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xaebe279ce3c57be2cb4fd907e407d9de89487988,6.8
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x1b949538d6fff93ce28aa14a576bc6f2b04ee6b2,18265.93
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x550cf37c9dad48d076c05e9544d792540aa16f9a,17.88
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xc41be2a5f828519f4095f1e1425cc62b686059b6,4.16
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xee49c4fc4860e1b8bc63dec6d3e09110fe716112,18.68
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x08a1cbf2f524afa2115046233f0b4fbf6ae54b51,23.61
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xe6da1df494bb327de03404d200ddfab7a79714fb,5674.32
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x9534b6680d915bcc3501531790976dbb6d9d1ba9,1911.25
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xf814a8e1607aa1d1a33f42a4c9b3b67eadce45bd,66.63
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xe7474d07fd2fa286e7e0aa23cd107f8379085037,5598.81
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x7363da15f0c7ac5dec0c5a96ed010499ba532663,1.75
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xe3b96cdb3d5635dd6fbe19cea6463c344db9228f,2580.46
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xd1b9dc34dcb85e970dccaac6dd79a3810b9b4bf9,5.36
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x8e81e45a65ce74b007691ecf3205b78e0c806e1b,20.59
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xa063d2b8b4f125c1b63d432b090a0e9ebab6af73,1124.53
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xbc34cb7c23cf90508464d37eac241613e4487edf,284.37
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xbe0db09f73d50c704eaef8ffbd7787577e354bde,355.1
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x01417e59b64efc0c8727a31f1fbba7c6536307a3,693.95
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xb0848ee9f1c0e3c3114e7214881089eff6690c53,59.75
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x44442002d4026c785f43f31aae7a4dbc7d7808d2,15.01
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x39b2ad840fcf5d93a4b80344612cfb1ad45a82e6,76.59
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xf2136f48f74aaa4e55e8ad8cbe4e2bfe7ed25568,167.03
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x5481bbb908b34e4632c528e731004c5cbc145ba0,260.21
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x3fdbad53ab0068b9740aa2b9f7fddf3ef65e401c,15.58
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xc1ae8fe3a51772b8c796e2d771d69bfb8bdebf52,74.14
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x7a05b87f0e95c3abe3f296017c69b5a62c82e286,7.16
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xb73c85fd1c9a0bde7ce2cedec5c467f9890122c7,898.91
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xa0ca5fc507f3c66fd3954ac46da328cd228cefcb,1220.76
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x643700b0703c013a66d20f85538006fe3d497669,918.04
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xedd9c691b8e6a2a201c6a44dff028860c00a115b,33.75
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xdc6c999f347cb674bffdd4c7ce694a2a32b8d0c5,4.88
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xfd037c3b64ddee9ffdb15ef9bb79ab9299f346b7,887.71
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x71d48370ecce78d6ab424f323810794cc082bdca,483885.63
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xcebba4e9f558716315fa543ffcee29444484dc30,5753.21
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x33e4a278e408e34e4a95388cc7d481250c99d6e3,42.93
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xeab203780650ecd4116f0afba42d91e4d11df752,114.36
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x802bcc1d0e7356e3b585e0ed15546ba095c398cb,2.79
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x1929d726442305465f7d0996be32c71ba2b5f45a,86.43
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x261a2c4debe3f27f9046ea5c7b97506903ee8c2a,10.98
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xaa671fcf7fde2a2b235a953975a8e945021730ed,555.47
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x4f2390c49489f573f05603439123e166dba1494a,151.22
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xa680e83809ec7a20745427fe12118d6e1d2eb208,7.02
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x645149bd1db8100402c7203a53ce5f3cd16142ce,6193.1
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x373b27ef8f7b908e18ad892036c07011e6bb8b76,584.66
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x7e8416ad4de6e12a807bc3a987ae53b0299c96fb,0.74
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x75c9aa37a479d5edf521a505d9b366b442c80dac,27.65
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x25758104dfbb2bee209ca989b2136881fb5648d5,188.25
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xd42e5a216258286cbd74222d65d9dfc807e1410f,32.21
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x9bdbdb4a8f7f816c87a67f5281484ed902c6b942,0.39
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xca2aebed9aa20d88f8d8f672aa334d9b5cefa32f,91.65
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x7fe3ad4a10062ca0b26d52054536b26b27921d81,1070.67
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xb1aa02625595619952ee2ea7943923f04cd60183,22.96
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x0880db4bfdc294750a400fc56160d9e96c23105e,85.37
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xbcf4edc70977b8711d52bc3fe85ebef46365b4fb,4.7
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x68986b0d6e37f26daac8dcff4a72f37482528330,598.6
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x2aa61cd8164233d04f51fbad04df781add7a1b63,267.53
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x60fa9af30aecfc7d27d093a4160174ef94c50d2c,657.34
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x23e21a44373c7393e0a104ef4bedefd8ca2a1295,3012.66
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x157ee8331118aeda00e700d1574c7e51516086ec,56.19
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x83992ff27bcc3c1710cb0a7f7d2ffe6298a95b86,0.09
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xfb7317a5067c58276a1febf77357b3aced53f92c,352.73
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x8740d9ec65b40be5ebb84bd22607e81260fe3a3a,338.71
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x644aa40def98317e78ce36064a2dca061e023bc9,391.48
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x9290be33360e294f6dfb2a213f344034e7b79f9b,315.21
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x72c3c4b015f7c6c74e5443eeb08902ae0fd4258a,12.47
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x8e8cc98808d0be463e1cc5f3aebbb3773ada818a,299
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xd146d5a7a188dce0d07ef9957c7207e55705ee5f,10.83
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xefd7abf8e2dcf11b1f5b44eaa5d1aea84287d124,152.1
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xba063cba5b40a5d7d277299f2092e42be21a2f73,26.39
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x0be5149120375a4b5ba59352d55173c9b0283c3d,1.91
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x6962d305192080ff0dd94a40124286f8d784477a,14476.43
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0x8e5afaa162f224381195fbdc24787caf1b4d24c8,331.82
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xf0a263f52e943b1dc09ea665fc6c764f33909c57,12.02
erc20,0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32,0xa06aaa0ba0b3bb7cf89ee2d1c82d3e0bcbd75e19,889.51
