Address,AmountToAirdrop,AmountEarned,AmountClaimed,AmountPendingClaim
0x258d77ad7f27185bd8f7e3b024cd075a9fa576b0,12431.904352912841,13792.004352912842,1360.1,0
0x0960a532d3222cb53a01d2599369b8d28029af81,18965.8804931312,18965.8804931312,0,0
0x70ed16c39fc1851e4ed64421bfef565b07c9208d,6019.039681613712,6019.039681613712,0,0
0xc7d35c4c06d54bee556228032e40e9501a6bee81,6168.562562377839,6168.562562377839,0,0
0x0554319609b5a5451ff893ba89887c16e1d8ed63,25265.384605636256,25265.384605636256,0,0
0x33b8d49384adabfcdebb1f6301b65c1f6b3bbe62,4612.239079092478,4612.239079092478,0,0
0x2fe6f7c52eccc8fea03289ec10213033a7c364b7,167850.08144680367,167850.08144680367,0,0
0xac1513a6c4c3e74cb0c1f77c8cbbbf22a2400e33,1551730.594624414,1551730.594624414,0,0
0xa903bbf0b7dc5eb6496a8c75e6454e2b70abdd7d,6296.374319875621,6296.374319875621,0,0
0xc1abb8bb4c9c9a89e55d0234ddc38128097cd625,21381.941230446973,21381.941230446973,0,0
0x82945f1206be9be2cad555394dfc8191ed88d12c,45808.300507240754,45808.300507240754,0,0
0xbe211c85ef5f1825a913c25c57a0daccaaddecf8,35162.795332271395,35162.795332271395,0,0
0xc2315ab70054d4ba1420476c2902ce91f52be905,5086.909883369723,5086.909883369723,0,0
0x8a3e6d8e8d08f68d480824646707d463f27655ab,17723.938396022073,17723.938396022073,0,0
0xfe02733936a82f2e8e2aa63c165b45b640468cb7,1016.2980753262373,1016.2980753262373,0,0
0xb59ecbe6a771c0b704d9b313fad3e575d5d1621d,84615.97308074826,84615.97308074826,0,0
0xdbab46ad578f318a658653b6eb88fb554ca469bc,5.427611818713529,5.427611818713529,0,0
0xf37bd2d295a0fce14c3716bf0f02db7462d79f4b,14798.367851956167,14798.367851956167,0,0
0x51f808b3a1717fb17a63acc35fbd74535b231a04,793.7582077123878,793.7582077123878,0,0
0xaa554d20f98e3db787af88e8fcb8f346595384f0,8.564242881257861,8.564242881257861,0,0
0xbf331a476e2e31f8fe0aac6a15db0e873a2249b7,4316.759454802204,4316.759454802204,0,0
0x48ef8acb0faa379b0ffa10d3e1aadc791f37cbc7,7403.26598525988,7403.26598525988,0,0
0xd68552165ae246294e2725f2d77642035b580fe9,1522.031883759045,1522.031883759045,0,0
0x819e120af016e87336a8f48ffec21c7019481361,4.7314100385708695,4.7314100385708695,0,0
0x20daacb0864ff9a5e07d05ea16fa56cd00fdc16d,94520.78665043296,94520.78665043296,0,0
0x93cf0a22a26895650a8aae960bf85a01ec6a551c,381.55700266763324,381.55700266763324,0,0
0xa1cbc6ab627c68b32117ab7290dc45aa683f629c,92272.22029702397,92272.22029702397,0,0
0xb9aa4142f60ae21786511dcf2909681e312e30a2,14074.54003585233,14074.54003585233,0,0
0x87029960cb6d1011289d35bc8944d37b88c46b72,10070.322247730415,10070.322247730415,0,0
0x0bcf3830aed72b4fbd77ab4d5af9c41a3858e989,234.33827327665054,234.33827327665054,0,0
0x8117f5783db2484cae85f7bd40e833b83104ab3a,10232.98117131656,10232.98117131656,0,0
0xb7f0fc98d294e5a4cacda4d876f050c7b45f314e,18562.672781049503,18562.672781049503,0,0
0x867a7916e94152a137dc69992bda9d1ca8bcebf0,9404.563052570724,9404.563052570724,0,0
0x2357dcaed3a0672db1047f9177abedd289e2f7be,655.3596220003766,655.3596220003766,0,0
0x592fee03d7585740deeb6f380a3c3d14be67c298,2559.8178803008113,2559.8178803008113,0,0
0x9aaa88585e0fd4d3ce4d18fce1c238a84a4df5a3,92366.12997296738,92366.12997296738,0,0
0x41db71affb45844f2d8b826d923981ad08d2d5c0,481.54122273594993,481.54122273594993,0,0
0xc55d737cc6a0ac911c41b11adac91f1d777de645,342.8059611163358,342.8059611163358,0,0
0x3d4fca857bd389ef88470ee5c71472f35847a595,25025.266836713967,25025.266836713967,0,0
0x86d71b18817b466d2f08bee4c5352b724bbe9e2a,2046.0879910338003,2046.0879910338003,0,0
0x354a6b32144226d28a0f307fdb0a6bb97aab1ee7,8842.901151708365,8842.901151708365,0,0
0xc82b8b2892a055d675657f43aecf44f86e50d3b2,63675.67836789328,63675.67836789328,0,0
0xf31154aee97bf6eee48f7a8d5ff4a8b47e53f310,6166.716140617041,6166.716140617041,0,0
0x681fe9c0045d0ee67bf0940d58cd57c3b04952d7,1434.92722750717,1434.92722750717,0,0
0x54180459a99c2fd2a59983497e84046e9a5996fa,55.42018498981485,55.42018498981485,0,0
0x5e4ec1af06ff4b680674e56cdc563124fdd38659,249.58616511569582,249.58616511569582,0,0
0x5bc8e6f79a799f764c1ba4ca3a55598b9282efad,179710.89353848604,179710.89353848604,0,0
0x8ed7a38bd7d4e2825f82c97138057c4034765eee,73.79801258836761,73.79801258836761,0,0
0x7b1e6562fea40ce522f4b51f0d7cf949ddf02026,27.028035707738844,27.028035707738844,0,0
0x34b988357c159eff414b94a290cb2ab95d6a6215,51169.20553341578,51169.20553341578,0,0
0xbecd74ea601c47d0a0e0ba941c6d762e618e2cb5,6476.163355605202,6476.163355605202,0,0
0xe610017d610e00026a0e5fa74a28d20872ea24f7,22469.221256683257,22469.221256683257,0,0
0x53d79c2e8c67d6a386b60bc22a94c9f87a2f1347,2139.0054949224236,2139.0054949224236,0,0
0x0a0d562a2ffa65b76d1cc5be2155a8e46538f69a,2546.309235901604,2546.309235901604,0,0
0x4bf1fbc233cd6109c35a4cd9d34540173af3234c,6546.284281666382,6546.284281666382,0,0
0x123deef738caa91b0b45e665e2efdd1780439518,4847.199871719752,4847.199871719752,0,0
0x1355feba6c34263e75a89b1a72928239edcbf6e1,134.74796597134613,134.74796597134613,0,0
0xa78d59f05acf567e60f70b8bdae5c88825c5b3c1,1254.0085465685386,1254.0085465685386,0,0
0x57bed97db44595485f3454050ba5e3a10d842603,4935.730223720722,4935.730223720722,0,0
